split,class,class_num,orig_class,orig_class_num,im_path,url,robust_gt_logit,vanilla_gt_logit
val,dog,0,Siberian_husky,250,val/dog/ILSVRC2012_val_00000269.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00000269.JPEG,8.265093803405762,7.084892272949219
val,dog,0,Sealyham_terrier,190,val/dog/ILSVRC2012_val_00000694.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00000694.JPEG,19.993427276611328,23.79176139831543
val,dog,0,clumber,216,val/dog/ILSVRC2012_val_00000716.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00000716.JPEG,13.913527488708496,17.681304931640625
val,dog,0,standard_schnauzer,198,val/dog/ILSVRC2012_val_00000889.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00000889.JPEG,17.416475296020508,16.290489196777344
val,dog,0,Shih-Tzu,155,val/dog/ILSVRC2012_val_00000907.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00000907.JPEG,8.389763832092285,16.01297950744629
val,dog,0,bull_mastiff,243,val/dog/ILSVRC2012_val_00000975.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00000975.JPEG,14.099139213562012,16.957462310791016
val,dog,0,wire-haired_fox_terrier,188,val/dog/ILSVRC2012_val_00001001.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00001001.JPEG,9.548124313354492,15.919151306152344
val,dog,0,EntleBucher,241,val/dog/ILSVRC2012_val_00001005.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00001005.JPEG,11.236234664916992,16.96354866027832
val,dog,0,papillon,157,val/dog/ILSVRC2012_val_00001697.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00001697.JPEG,9.817914009094238,17.796146392822266
val,dog,0,miniature_schnauzer,196,val/dog/ILSVRC2012_val_00002021.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00002021.JPEG,15.643424034118652,13.810214042663574
val,dog,0,Welsh_springer_spaniel,218,val/dog/ILSVRC2012_val_00002353.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00002353.JPEG,13.959911346435549,19.49134063720703
val,dog,0,basset,161,val/dog/ILSVRC2012_val_00003922.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00003922.JPEG,16.457998275756836,20.51744270324707
val,dog,0,beagle,162,val/dog/ILSVRC2012_val_00005291.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00005291.JPEG,13.502997398376465,13.650925636291504
val,dog,0,Dandie_Dinmont,194,val/dog/ILSVRC2012_val_00005365.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00005365.JPEG,12.961396217346191,13.046542167663574
val,dog,0,affenpinscher,252,val/dog/ILSVRC2012_val_00005489.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00005489.JPEG,15.4674072265625,20.73403549194336
val,dog,0,English_setter,212,val/dog/ILSVRC2012_val_00005842.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00005842.JPEG,9.146588325500488,10.997206687927246
val,dog,0,Shetland_sheepdog,230,val/dog/ILSVRC2012_val_00006114.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00006114.JPEG,9.09772491455078,9.07901096343994
val,dog,0,Weimaraner,178,val/dog/ILSVRC2012_val_00006676.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00006676.JPEG,21.88609504699707,18.89742660522461
val,dog,0,Chihuahua,151,val/dog/ILSVRC2012_val_00006892.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00006892.JPEG,8.743094444274902,15.682005882263184
val,dog,0,Leonberg,255,val/dog/ILSVRC2012_val_00007211.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00007211.JPEG,24.49822998046875,14.95832633972168
val,dog,0,Border_collie,232,val/dog/ILSVRC2012_val_00007632.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00007632.JPEG,10.731188774108888,10.463139533996582
val,dog,0,English_setter,212,val/dog/ILSVRC2012_val_00008192.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00008192.JPEG,12.280278205871582,13.550925254821776
val,dog,0,bloodhound,163,val/dog/ILSVRC2012_val_00008460.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00008460.JPEG,17.868371963500977,22.023414611816406
val,dog,0,soft-coated_wheaten_terrier,202,val/dog/ILSVRC2012_val_00009019.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00009019.JPEG,11.104480743408203,11.70900535583496
val,dog,0,Staffordshire_bullterrier,179,val/dog/ILSVRC2012_val_00009051.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00009051.JPEG,5.438586235046387,6.803877353668213
val,dog,0,clumber,216,val/dog/ILSVRC2012_val_00009757.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00009757.JPEG,14.164158821105955,13.691279411315918
val,dog,0,Brittany_spaniel,215,val/dog/ILSVRC2012_val_00010354.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00010354.JPEG,15.336963653564451,15.994436264038086
val,dog,0,briard,226,val/dog/ILSVRC2012_val_00011212.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00011212.JPEG,10.896084785461426,14.074321746826172
val,dog,0,Pembroke,263,val/dog/ILSVRC2012_val_00011556.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00011556.JPEG,12.43937873840332,13.477806091308594
val,dog,0,toy_poodle,265,val/dog/ILSVRC2012_val_00012039.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00012039.JPEG,11.782325744628906,14.37515640258789
val,dog,0,Irish_setter,213,val/dog/ILSVRC2012_val_00012067.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00012067.JPEG,16.08611297607422,18.86170768737793
val,dog,0,Irish_terrier,184,val/dog/ILSVRC2012_val_00012395.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00012395.JPEG,9.274110794067385,17.07848358154297
val,dog,0,wire-haired_fox_terrier,188,val/dog/ILSVRC2012_val_00012471.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00012471.JPEG,9.502485275268556,13.240488052368164
val,dog,0,Greater_Swiss_Mountain_dog,238,val/dog/ILSVRC2012_val_00012839.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00012839.JPEG,11.899909973144531,14.493124961853027
val,dog,0,pug,254,val/dog/ILSVRC2012_val_00013278.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00013278.JPEG,13.106016159057615,12.128721237182615
val,dog,0,Airedale,191,val/dog/ILSVRC2012_val_00013463.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00013463.JPEG,16.106786727905273,17.81307601928711
val,dog,0,Samoyed,258,val/dog/ILSVRC2012_val_00013501.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00013501.JPEG,16.533567428588867,14.801156044006348
val,dog,0,malamute,249,val/dog/ILSVRC2012_val_00013854.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00013854.JPEG,9.344959259033203,13.85982608795166
val,dog,0,Bedlington_terrier,181,val/dog/ILSVRC2012_val_00013873.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00013873.JPEG,12.166008949279783,17.130342483520508
val,dog,0,Labrador_retriever,208,val/dog/ILSVRC2012_val_00014270.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00014270.JPEG,12.204334259033203,14.37689208984375
val,dog,0,Airedale,191,val/dog/ILSVRC2012_val_00014738.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00014738.JPEG,8.521965026855469,10.73865032196045
val,dog,0,Gordon_setter,214,val/dog/ILSVRC2012_val_00014774.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00014774.JPEG,12.313164710998535,15.714712142944336
val,dog,0,Rottweiler,234,val/dog/ILSVRC2012_val_00015160.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00015160.JPEG,12.47852611541748,10.381813049316406
val,dog,0,Pekinese,154,val/dog/ILSVRC2012_val_00015742.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00015742.JPEG,13.707427978515623,16.121978759765625
val,dog,0,toy_terrier,158,val/dog/ILSVRC2012_val_00015845.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00015845.JPEG,18.140869140625,17.408870697021484
val,dog,0,Newfoundland,256,val/dog/ILSVRC2012_val_00016169.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00016169.JPEG,10.482507705688477,14.999143600463867
val,dog,0,miniature_pinscher,237,val/dog/ILSVRC2012_val_00016577.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00016577.JPEG,14.367179870605469,17.812707901000977
val,dog,0,Blenheim_spaniel,156,val/dog/ILSVRC2012_val_00016678.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00016678.JPEG,17.97787857055664,18.666337966918945
val,dog,0,vizsla,211,val/dog/ILSVRC2012_val_00017375.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00017375.JPEG,11.455946922302246,16.51197624206543
val,dog,0,German_short-haired_pointer,210,val/dog/ILSVRC2012_val_00017442.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00017442.JPEG,12.15512466430664,19.12149429321289
val,dog,0,Doberman,236,val/dog/ILSVRC2012_val_00017646.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00017646.JPEG,13.31689739227295,16.504154205322266
val,dog,0,miniature_schnauzer,196,val/dog/ILSVRC2012_val_00017832.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00017832.JPEG,16.083091735839844,16.21670913696289
val,dog,0,Shih-Tzu,155,val/dog/ILSVRC2012_val_00018392.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00018392.JPEG,13.139223098754885,11.88346004486084
val,dog,0,Yorkshire_terrier,187,val/dog/ILSVRC2012_val_00018550.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00018550.JPEG,11.677701950073242,17.668214797973633
val,dog,0,cocker_spaniel,219,val/dog/ILSVRC2012_val_00018596.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00018596.JPEG,15.21853733062744,15.147258758544922
val,dog,0,toy_terrier,158,val/dog/ILSVRC2012_val_00019124.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00019124.JPEG,12.176887512207031,13.2125883102417
val,dog,0,golden_retriever,207,val/dog/ILSVRC2012_val_00019590.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00019590.JPEG,10.376147270202637,10.710962295532228
val,dog,0,bloodhound,163,val/dog/ILSVRC2012_val_00020740.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00020740.JPEG,18.92315101623535,22.141021728515625
val,dog,0,Chesapeake_Bay_retriever,209,val/dog/ILSVRC2012_val_00021344.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00021344.JPEG,5.901796817779541,14.355687141418455
val,dog,0,miniature_poodle,266,val/dog/ILSVRC2012_val_00021546.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00021546.JPEG,11.320398330688477,8.469061851501465
val,dog,0,Irish_wolfhound,170,val/dog/ILSVRC2012_val_00022022.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00022022.JPEG,11.60678482055664,15.812087059020996
val,dog,0,Pomeranian,259,val/dog/ILSVRC2012_val_00022376.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00022376.JPEG,16.29829978942871,15.562837600708008
val,dog,0,boxer,242,val/dog/ILSVRC2012_val_00022458.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00022458.JPEG,11.185218811035156,10.396007537841797
val,dog,0,Dandie_Dinmont,194,val/dog/ILSVRC2012_val_00022882.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00022882.JPEG,11.22997760772705,9.513989448547363
val,dog,0,Brittany_spaniel,215,val/dog/ILSVRC2012_val_00022908.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00022908.JPEG,11.166254043579102,15.299938201904297
val,dog,0,Kerry_blue_terrier,183,val/dog/ILSVRC2012_val_00022934.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00022934.JPEG,14.470746994018556,20.901914596557617
val,dog,0,Scotch_terrier,199,val/dog/ILSVRC2012_val_00023055.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00023055.JPEG,16.03053092956543,19.06859397888184
val,dog,0,Bedlington_terrier,181,val/dog/ILSVRC2012_val_00023175.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00023175.JPEG,11.484066009521484,18.48753547668457
val,dog,0,Norwegian_elkhound,174,val/dog/ILSVRC2012_val_00023283.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00023283.JPEG,16.927629470825195,21.14546012878418
val,dog,0,Kerry_blue_terrier,183,val/dog/ILSVRC2012_val_00023401.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00023401.JPEG,14.019506454467772,14.680109977722168
val,dog,0,Chesapeake_Bay_retriever,209,val/dog/ILSVRC2012_val_00023943.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00023943.JPEG,9.823644638061523,19.53534507751465
val,dog,0,Doberman,236,val/dog/ILSVRC2012_val_00023983.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00023983.JPEG,17.95718002319336,16.495393753051758
val,dog,0,Ibizan_hound,173,val/dog/ILSVRC2012_val_00024216.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00024216.JPEG,10.819567680358888,17.29596710205078
val,dog,0,Eskimo_dog,248,val/dog/ILSVRC2012_val_00024226.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00024226.JPEG,9.149364471435549,12.777213096618652
val,dog,0,Shetland_sheepdog,230,val/dog/ILSVRC2012_val_00024791.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00024791.JPEG,15.134692192077637,12.433247566223145
val,dog,0,Maltese_dog,153,val/dog/ILSVRC2012_val_00024809.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00024809.JPEG,15.10220718383789,14.061636924743652
val,dog,0,silky_terrier,201,val/dog/ILSVRC2012_val_00025048.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00025048.JPEG,9.325665473937988,16.761903762817383
val,dog,0,Irish_terrier,184,val/dog/ILSVRC2012_val_00025690.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00025690.JPEG,10.00531768798828,16.070341110229492
val,dog,0,Saint_Bernard,247,val/dog/ILSVRC2012_val_00026467.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/dog/ILSVRC2012_val_00026467.JPEG,14.873017311096191,16.501211166381836
