split,class,class_num,class_num_uncertain,Number of Annotators who Selected SSA (Out of 7),im_path,orig_im_path,url,robust_gt_logit,difficulty
test,hp,0,0.0,0,images/MHIST_aar.png,/media/KLAB39/morgan_data/mhist/images/MHIST_aar.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_aar.png,1.3481308221817017,0.4798128363387485
test,hp,0,0.0,0,images/MHIST_abx.png,/media/KLAB39/morgan_data/mhist/images/MHIST_abx.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_abx.png,2.296884536743164,0.3820970250730874
test,hp,0,0.0,0,images/MHIST_acb.png,/media/KLAB39/morgan_data/mhist/images/MHIST_acb.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_acb.png,1.4970203638076782,0.4644781271031915
test,hp,0,0.0,0,images/MHIST_acw.png,/media/KLAB39/morgan_data/mhist/images/MHIST_acw.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_acw.png,0.8686651587486267,0.5291948577815286
test,hp,0,0.0,0,images/MHIST_aeb.png,/media/KLAB39/morgan_data/mhist/images/MHIST_aeb.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_aeb.png,4.053773403167725,0.201148251696599
test,hp,0,0.0,0,images/MHIST_aee.png,/media/KLAB39/morgan_data/mhist/images/MHIST_aee.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_aee.png,2.1612329483032227,0.3960683063555131
test,hp,0,0.0,0,images/MHIST_aeq.png,/media/KLAB39/morgan_data/mhist/images/MHIST_aeq.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_aeq.png,5.364811420440674,0.0661193801446543
test,hp,0,0.0,0,images/MHIST_afn.png,/media/KLAB39/morgan_data/mhist/images/MHIST_afn.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_afn.png,1.4858415126800537,0.4656294801784822
test,hp,0,0.0,0,images/MHIST_ahd.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ahd.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ahd.png,1.933320164680481,0.4195419246483336
test,hp,0,0.0,0,images/MHIST_ajo.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ajo.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ajo.png,-0.0122713819146156,0.6199259162462248
test,hp,0,0.0,0,images/MHIST_alc.png,/media/KLAB39/morgan_data/mhist/images/MHIST_alc.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_alc.png,1.8758697509765625,0.4254589647573371
test,hp,0,0.0,0,images/MHIST_alr.png,/media/KLAB39/morgan_data/mhist/images/MHIST_alr.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_alr.png,1.4838461875915527,0.4658349864197428
test,hp,0,0.0,0,images/MHIST_alt.png,/media/KLAB39/morgan_data/mhist/images/MHIST_alt.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_alt.png,-0.8203478455543518,0.7031528338301433
test,hp,0,0.0,0,images/MHIST_ami.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ami.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ami.png,-0.5819689035415649,0.6786012654410842
test,hp,0,0.0,0,images/MHIST_ana.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ana.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ana.png,1.083724021911621,0.5070451144273681
test,hp,0,0.0,0,images/MHIST_and.png,/media/KLAB39/morgan_data/mhist/images/MHIST_and.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_and.png,2.096952199935913,0.4026888290254864
test,hp,0,0.0,0,images/MHIST_aod.png,/media/KLAB39/morgan_data/mhist/images/MHIST_aod.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_aod.png,0.6788155436515808,0.5487482032630335
test,hp,0,0.0,0,images/MHIST_apa.png,/media/KLAB39/morgan_data/mhist/images/MHIST_apa.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_apa.png,0.5196117162704468,0.565145220645291
test,hp,0,0.0,0,images/MHIST_atd.png,/media/KLAB39/morgan_data/mhist/images/MHIST_atd.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_atd.png,1.0876861810684204,0.5066370363451134
test,hp,0,0.0,0,images/MHIST_ath.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ath.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ath.png,3.721826314926148,0.2353367650346391
test,hp,0,0.0,0,images/MHIST_atu.png,/media/KLAB39/morgan_data/mhist/images/MHIST_atu.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_atu.png,2.866219520568848,0.3234590150473099
test,hp,0,0.0,0,images/MHIST_auy.png,/media/KLAB39/morgan_data/mhist/images/MHIST_auy.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_auy.png,-0.5930455923080444,0.6797420964200218
test,hp,0,0.0,0,images/MHIST_avf.png,/media/KLAB39/morgan_data/mhist/images/MHIST_avf.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_avf.png,3.533785343170166,0.2547038313494332
test,hp,0,0.0,0,images/MHIST_avg.png,/media/KLAB39/morgan_data/mhist/images/MHIST_avg.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_avg.png,0.9741286635398864,0.5183327638877921
test,hp,0,0.0,0,images/MHIST_awh.png,/media/KLAB39/morgan_data/mhist/images/MHIST_awh.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_awh.png,1.6861705780029297,0.4449968156232087
test,hp,0,0.0,0,images/MHIST_axc.png,/media/KLAB39/morgan_data/mhist/images/MHIST_axc.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_axc.png,1.464095115661621,0.4678692256404998
test,hp,0,0.0,0,images/MHIST_axm.png,/media/KLAB39/morgan_data/mhist/images/MHIST_axm.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_axm.png,2.045785665512085,0.4079586681250758
test,hp,0,0.0,0,images/MHIST_ayy.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ayy.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ayy.png,1.4756808280944824,0.4666759683471768
test,hp,0,0.0,0,images/MHIST_ayz.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ayz.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ayz.png,1.5780264139175415,0.4561350009763326
test,hp,0,0.0,0,images/MHIST_azx.png,/media/KLAB39/morgan_data/mhist/images/MHIST_azx.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_azx.png,4.394031524658203,0.1661037529285068
test,hp,0,0.0,0,images/MHIST_ban.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ban.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ban.png,1.141711711883545,0.5010727381593634
test,hp,0,0.0,0,images/MHIST_bbf.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bbf.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bbf.png,2.6352784633636475,0.3472445269383346
test,hp,0,0.0,0,images/MHIST_bbr.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bbr.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bbr.png,3.518374443054199,0.2562910595036458
test,hp,0,0.0,0,images/MHIST_bcr.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bcr.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bcr.png,0.6781485080718994,0.548816903834964
test,hp,0,0.0,0,images/MHIST_bcv.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bcv.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bcv.png,1.891953468322754,0.4238024405566628
test,hp,0,0.0,0,images/MHIST_bdl.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bdl.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bdl.png,1.457679271697998,0.4685300182026127
test,hp,0,0.0,0,images/MHIST_bdo.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bdo.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bdo.png,2.859187602996826,0.3241832594110022
test,hp,0,0.0,0,images/MHIST_bea.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bea.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bea.png,5.307655334472656,0.0720061063027872
test,hp,0,0.0,0,images/MHIST_beh.png,/media/KLAB39/morgan_data/mhist/images/MHIST_beh.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_beh.png,1.86701762676239,0.4263706792368025
test,hp,0,0.0,0,images/MHIST_ben.png,/media/KLAB39/morgan_data/mhist/images/MHIST_ben.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_ben.png,2.170011281967163,0.3951641918499599
test,hp,0,0.0,0,images/MHIST_bfc.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bfc.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bfc.png,1.4464770555496216,0.4696837777316787
test,hp,0,0.0,0,images/MHIST_bfi.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bfi.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bfi.png,0.696592390537262,0.5469172971084444
test,hp,0,0.0,0,images/MHIST_bfy.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bfy.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bfy.png,0.3695132136344909,0.5806044454469699
test,hp,0,0.0,0,images/MHIST_bfz.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bfz.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bfz.png,3.382636785507202,0.2702712053759981
test,hp,0,0.0,0,images/MHIST_bga.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bga.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bga.png,1.994428396224976,0.4132481517452782
test,hp,0,0.0,0,images/MHIST_bgi.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bgi.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bgi.png,2.37672758102417,0.3738736814106651
test,hp,0,0.0,0,images/MHIST_bgj.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bgj.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bgj.png,0.9235602617263794,0.5235409989985224
test,hp,0,0.0,0,images/MHIST_bgz.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bgz.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bgz.png,2.0558910369873047,0.406917876867359
test,hp,0,0.0,0,images/MHIST_bif.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bif.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bif.png,0.8455563187599182,0.5315749265098484
test,hp,0,0.0,0,images/MHIST_bil.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bil.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bil.png,5.055955410003662,0.0979296541503568
test,hp,0,0.0,0,images/MHIST_bim.png,/media/KLAB39/morgan_data/mhist/images/MHIST_bim.png,https://mhist-dummy-bucket-natural.s3.amazonaws.com/images/MHIST_bim.png,1.1837559938430786,0.4967424350915572
