split,class,class_num,orig_class,orig_class_num,im_path,orig_im_path,url,robust_gt_logit,robust_entropy,robust_cross_entropy,vanilla_gt_logit,vanilla_entropy,vanilla_cross_entropy,difficulty
val,antelope,15,impala,352,val/antelope/ILSVRC2012_val_00000127.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422699/ILSVRC2012_val_00000127.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00000127.JPEG,8.837038040161133,3.9855704307556152,1.643001675605774,24.405405044555664,0.1375712752342224,0.0264676380902528,0.708535861916239
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00001232.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00001232.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00001232.JPEG,19.98250389099121,0.4292306303977966,0.1172224357724189,22.41728782653809,0.0116720749065279,0.001447583,0.18322015847951878
val,antelope,15,impala,352,val/antelope/ILSVRC2012_val_00001640.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422699/ILSVRC2012_val_00001640.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00001640.JPEG,10.939094543457031,2.4669692516326904,0.6913648247718811,14.471835136413574,0.6579136848449707,0.2942211627960205,0.6094603001163366
val,antelope,15,impala,352,val/antelope/ILSVRC2012_val_00002064.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422699/ILSVRC2012_val_00002064.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00002064.JPEG,22.90401840209961,0.6657403707504272,0.2924176752567291,19.03672409057617,0.4046029448509216,0.1357453316450119,0.045521342562444
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00002073.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00002073.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00002073.JPEG,16.249977111816406,0.433502734,0.082436971,18.46448326,0.0186921451240777,0.002065075,0.35914415814370304
val,antelope,15,impala,352,val/antelope/ILSVRC2012_val_00002815.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422699/ILSVRC2012_val_00002815.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00002815.JPEG,16.62406349182129,0.9052867889404296,0.4172037839889526,19.996187210083008,0.3616226017475128,0.096679844,0.34151246356148646
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00002891.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00002891.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00002891.JPEG,14.132946014404297,1.0523555278778076,0.2582617998123169,22.340578079223636,0.0142299840226769,0.001795229,0.45892551273388626
val,antelope,15,gazelle,353,val/antelope/ILSVRC2012_val_00003125.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02423022/ILSVRC2012_val_00003125.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003125.JPEG,11.530492782592772,2.1193044185638428,1.181390643119812,21.133399963378903,0.5656723380088806,1.4345643520355225,0.5815861146708092
val,antelope,15,gazelle,353,val/antelope/ILSVRC2012_val_00003163.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02423022/ILSVRC2012_val_00003163.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003163.JPEG,5.907201290130615,4.0832719802856445,3.780449867248535,11.210565567016602,1.6765260696411133,1.1274412870407104,0.8466269272782497
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00003221.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00003221.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003221.JPEG,20.15147399902344,0.1009545028209686,0.017671401,19.446821212768555,0.0188007485121488,0.002437717,0.1752561440229926
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00003225.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00003225.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003225.JPEG,17.5683651,0.2722071409225464,0.044962429,15.892066955566406,0.5478593111038208,0.1571823060512542,0.29700499566413674
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00003402.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00003402.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003402.JPEG,16.103925704956055,0.2547522187232971,0.041264974,20.163131713867188,0.016479036,0.001864363,0.36602795273422295
val,antelope,15,hartebeest,351,val/antelope/ILSVRC2012_val_00003482.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02422106/ILSVRC2012_val_00003482.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003482.JPEG,16.731264114379883,0.7372947931289673,0.262491763,18.08108711242676,0.095941313,0.0164047535508871,0.33645981065294706
val,antelope,15,gazelle,353,val/antelope/ILSVRC2012_val_00003655.JPEG,/media/KLAB37/datasets/ImageNet2012/val/n02423022/ILSVRC2012_val_00003655.JPEG,https://morgan-imagenet16.s3.amazonaws.com/val/antelope/ILSVRC2012_val_00003655.JPEG,17.80057716369629,0.1256548315286636,0.02082775,16.059734344482422,0.05420626,0.007774215,0.2860602181896248
